0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000000000000000000000000000024964953340087917,0.00000000000000000000000000000000000000000000030188859782033352,0.0000000000000000000000000000000000000000000003578300195547441,0.0000000000000000000000000000000000000000000004157391697948328,0.0000000000000000000000000000000000000000000004734555666221699,0.0000000000000000000000000000000000000000000005285080663570073,0.0000000000000000000000000000000000000000000005782799349386045,0.0000000000000000000000000000000000000000000006202099612768093,0.0000000000000000000000000000000000000000000006520088059748025,0.0000000000000000000000000000000000000000000006718654302943544,0.0000000000000000000000000000000000000000000006786177901268891,0.0000000000000000000000000000000000000000000006718654302943544,0.0000000000000000000000000000000000000000000006520088059748025,0.0000000000000000000000000000000000000000000006202099612768093,0.0000000000000000000000000000000000000000000005782799349386045,0.0000000000000000000000000000000000000000000005285080663570073,0.0000000000000000000000000000000000000000000004734555666221699,0.0000000000000000000000000000000000000000000004157391697948328,0.0000000000000000000000000000000000000000000003578300195547441,0.00000000000000000000000000000000000000000000030188859782033352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000000000000000000000000000000007988785068828135,0.000000000000000000000000000000000000000000377446436894165,0.0000000000000000000000000000000000000000004641844203515623,0.000000000000000000000000000000000000000000550122583155445,0.0000000000000000000000000000000000000000006390719291194602,0.0000000000000000000000000000000000000000007277150315781394,0.0000000000000000000000000000000000000000008122585078940603,0.0000000000000000000000000000000000000000008886863258925656,0.0000000000000000000000000000000000000000009530682913548289,0.0000000000000000000000000000000000000000010018918163114805,0.0000000000000000000000000000000000000000010323784174698072,0.0000000000000000000000000000000000000000010427453928952933,0.0000000000000000000000000000000000000000010323784174698072,0.0000000000000000000000000000000000000000010018918163114805,0.0000000000000000000000000000000000000000009530682913548289,0.0000000000000000000000000000000000000000008886863258925656,0.0000000000000000000000000000000000000000008122585078940603,0.0000000000000000000000000000000000000000007277150315781394,0.0000000000000000000000000000000000000000006390719291194602,0.00000000000000000000000000000000000000000055012258315544486,0.00000000000000000000000000000000000000000045619563528273426,0.000000000000000000000000000000000000000000009660435130250673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
