0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000000000000000000000000000000000009985981336035168,0.00000000000000000000000000000000000000000000001207554391281334,0.000000000000000000000000000000000000000000000014313200782189764,0.00000000000000000000000000000000000000000000001662956679179331,0.000000000000000000000000000000000000000000000018938222664886795,0.000000000000000000000000000000000000000000000021140322654280292,0.00000000000000000000000000000000000000000000002313119739754418,0.00000000000000000000000000000000000000000000002480839845107237,0.0000000000000000000000000000000000000000000000260803522389921,0.00000000000000000000000000000000000000000000002687461721177418,0.000000000000000000000000000000000000000000000027144711605075565,0.00000000000000000000000000000000000000000000002687461721177418,0.0000000000000000000000000000000000000000000000260803522389921,0.00000000000000000000000000000000000000000000002480839845107237,0.00000000000000000000000000000000000000000000002313119739754418,0.000000000000000000000000000000000000000000000021140322654280292,0.000000000000000000000000000000000000000000000018938222664886795,0.00000000000000000000000000000000000000000000001662956679179331,0.000000000000000000000000000000000000000000000014313200782189764,0.00000000000000000000000000000000000000000000001207554391281334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000000000000000000000000000032953738408916056,0.00000000000000000000000000000000000000000001556928816113703,0.000000000000000000000000000000000000000000019147151016170128,0.00000000000000000000000000000000000000000002269201567290314,0.000000000000000000000000000000000000000000026361088660647976,0.00000000000000000000000000000000000000000003001752939515644,0.000000000000000000000000000000000000000000033504864577921735,0.00000000000000000000000000000000000000000003665743683709501,0.00000000000000000000000000000000000000000003931312953257902,0.00000000000000000000000000000000000000000004132705187111571,0.00000000000000000000000000000000000000000004258459415437797,0.00000000000000000000000000000000000000000004301222168406876,0.00000000000000000000000000000000000000000004258459415437797,0.00000000000000000000000000000000000000000004132705187111571,0.00000000000000000000000000000000000000000003931312953257902,0.00000000000000000000000000000000000000000003665743683709501,0.000000000000000000000000000000000000000000033504864577921735,0.00000000000000000000000000000000000000000003001752939515644,0.000000000000000000000000000000000000000000026361088660647976,0.00000000000000000000000000000000000000000002269201567290313,0.000000000000000000000000000000000000000000018817613632080972,0.0000000000000000000000000000000000000000000003984929491228403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000000000000000000000000000000005272598145426567,0.0000000000000000000000000000000000000000004918534095143326,0.000000000000000000000000000000000000000011580938640097498,0.00000000000000000000000000000000000000001447530749142172,0.000000000000000000000000000000000000000017157809341188672,0.0000000000000000000000000000000000000000199295042786552,0.000000000000000000000000000000000000000022691329596039354,0.00000000000000000000000000000000000000002532515708962381,0.000000000000000000000000000000000000000027705952160967875,0.00000000000000000000000000000000000000002971137272068753,0.00000000000000000000000000000000000000003123208965159604,0.00000000000000000000000000000000000000003218163040327614,0.000000000000000000000000000000000000000032504516499292444,0.00000000000000000000000000000000000000003218163040327614,0.00000000000000000000000000000000000000003123208965159603,0.00000000000000000000000000000000000000002971137272068753,0.000000000000000000000000000000000000000027705952160967875,0.00000000000000000000000000000000000000002532515708962381,0.000000000000000000000000000000000000000022691329596039354,0.0000000000000000000000000000000000000000199295042786552,0.00000000000000000000000000000000000000001715253674304324,0.000000000000000000000000000000000000000013989829969093363,0.00000000000000000000000000000000000000000059462086856021325,0.000000000000000000000000000000000000000000006375887185965445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
